iter	Passed	Remaining
1714	4539	754
1715	4541	751
1716	4544	749
1717	4546	746
1718	4549	743
1719	4551	741
1720	4554	738
1721	4556	735
1722	4559	732
1723	4561	730
1724	4564	727
1725	4567	725
1726	4569	722
1727	4572	719
1728	4575	717
1729	4577	714
1730	4580	711
1731	4582	709
1732	4585	706
1733	4587	703
1734	4590	701
1735	4592	698
1736	4595	695
1737	4597	693
1738	4599	690
1739	4602	687
1740	4604	685
1741	4607	682
1742	4609	679
1743	4612	677
1744	4614	674
1745	4617	671
1746	4619	669
1747	4622	666
1748	4624	663
1749	4627	661
1750	4629	658
1751	4631	655
1752	4634	653
1753	4637	650
1754	4639	647
1755	4642	645
1756	4644	642
1757	4647	639
1758	4649	637
1759	4652	634
1760	4655	631
1761	4658	629
1762	4661	626
1763	4663	623
1764	4666	621
1765	4668	618
1766	4671	615
1767	4673	613
1768	4675	610
1769	4678	607
1770	4680	605
1771	4683	602
1772	4685	599
1773	4688	597
1774	4690	594
1775	4693	591
1776	4696	589
1777	4698	586
1778	4701	584
1779	4704	581
1780	4706	578
1781	4709	576
1782	4711	573
1783	4714	570
1784	4716	568
1785	4719	565
1786	4721	562
1787	4724	560
1788	4726	557
1789	4729	554
1790	4731	552
1791	4734	549
1792	4736	546
1793	4739	544
1794	4741	541
1795	4744	538
1796	4746	536
1797	4749	533
1798	4751	530
1799	4753	528
1800	4756	525
1801	4758	522
1802	4761	520
1803	4764	517
1804	4766	514
1805	4769	512
1806	4771	509
1807	4774	507
1808	4777	504
1809	4779	501
1810	4782	499
1811	4784	496
1812	4787	493
1813	4789	491
1814	4792	488
1815	4795	485
1816	4797	483
1817	4800	480
1818	4802	477
1819	4805	475
1820	4807	472
1821	4810	469
1822	4812	467
1823	4815	464
1824	4817	461
1825	4820	459
1826	4822	456
1827	4825	454
1828	4827	451
1829	4830	448
1830	4832	446
1831	4835	443
1832	4837	440
1833	4840	438
1834	4842	435
1835	4845	432
1836	4847	430
1837	4850	427
1838	4852	424
1839	4855	422
1840	4857	419
1841	4860	416
1842	4862	414
1843	4865	411
1844	4867	408
1845	4870	406
1846	4872	403
1847	4875	401
1848	4878	398
1849	4880	395
1850	4882	393
1851	4885	390
1852	4888	387
1853	4890	385
1854	4892	382
1855	4895	379
1856	4897	377
1857	4900	374
1858	4902	371
1859	4905	369
1860	4907	366
1861	4910	363
1862	4912	361
1863	4915	358
1864	4917	355
1865	4920	353
1866	4922	350
1867	4925	348
1868	4927	345
1869	4930	342
1870	4932	340
1871	4935	337
1872	4937	334
1873	4940	332
1874	4942	329
1875	4944	326
1876	4947	324
1877	4949	321
1878	4952	318
1879	4954	316
1880	4957	313
1881	4960	310
1882	4962	308
1883	4965	305
1884	4967	303
1885	4970	300
1886	4972	297
1887	4975	295
1888	4977	292
1889	4979	289
1890	4982	287
1891	4984	284
1892	4987	281
1893	4990	279
1894	4992	276
1895	4995	273
1896	4997	271
1897	5000	268
1898	5002	266
1899	5005	263
1900	5007	260
1901	5010	258
1902	5012	255
1903	5015	252
1904	5017	250
1905	5020	247
1906	5022	244
1907	5024	242
1908	5027	239
1909	5029	237
1910	5032	234
1911	5034	231
1912	5037	229
1913	5039	226
1914	5042	223
1915	5044	221
1916	5047	218
1917	5049	215
1918	5052	213
1919	5054	210
1920	5057	207
1921	5059	205
1922	5062	202
1923	5064	200
1924	5067	197
1925	5069	194
1926	5072	192
1927	5074	189
1928	5077	186
1929	5079	184
1930	5082	181
1931	5084	178
1932	5087	176
1933	5090	173
1934	5092	171
1935	5094	168
1936	5097	165
1937	5099	163
1938	5102	160
1939	5104	157
1940	5107	155
1941	5109	152
1942	5112	149
1943	5114	147
1944	5116	144
1945	5119	142
1946	5122	139
1947	5124	136
1948	5127	134
1949	5129	131
1950	5132	128
1951	5134	126
1952	5137	123
1953	5139	120
1954	5142	118
1955	5144	115
1956	5146	113
1957	5149	110
1958	5151	107
1959	5154	105
1960	5156	102
1961	5159	99
1962	5161	97
1963	5164	94
1964	5166	92
1965	5169	89
1966	5171	86
1967	5174	84
1968	5176	81
1969	5179	78
1970	5181	76
1971	5184	73
1972	5186	70
1973	5189	68
1974	5191	65
1975	5194	63
1976	5196	60
1977	5199	57
1978	5201	55
1979	5203	52
1980	5206	49
1981	5208	47
1982	5211	44
1983	5213	42
1984	5216	39
1985	5218	36
1986	5221	34
1987	5223	31
1988	5226	28
1989	5228	26
1990	5231	23
1991	5233	21
1992	5236	18
1993	5238	15
1994	5241	13
1995	5243	10
1996	5246	7
1997	5248	5
1998	5250	2
1999	5253	0
